id,url,headline,author,date
-2298282890743388105,https://www.theverge.com/2023/3/26/23655456/chatgpt-bard-bing-ai-race-text-boxes,ChatGPT started a new kind of AI race — and made text boxes cool again,By David Pierce,Mar 26 2023
1226615645095280010,https://www.theverge.com/23654583/gdc-2023-best-indie-games-venba-cart-life,9 cool new games from GDC 2023,By Andrew Webster and  Ash Parrish,Mar 25 2023
6268173125605992294,https://www.theverge.com/23655396/dungeons-and-dragons-honor-among-thieves-review,Dungeons & Dragons: Honor Among Thieves is great — you just have to roll with it,By Jess Weatherbed,Mar 25 2023
-887570215445736779,https://www.theverge.com/2023/3/26/23655517/successio-season-4-review,Succession’s final season doubles down on its core conceit — to a fault,By Charles Pulliam-Moore,Mar 26 2023
6660545960215830977,https://www.theverge.com/23652417/amazfit-band-7-review-budget-fitness-tracker,Amazfit Band 7 review: where did all the budget trackers go?,By Victoria Song / @vicmsong,Mar 25 2023
